proc_cd,modifier,description,rate,rate_unit,region_type,region_value
74150,26,CT ABDOMEN W/O CONTRAST MATERIAL,164.88,1,state,GA
74150,TC,CT ABDOMEN W/O CONTRAST MATERIAL,249.79,1,state,GA
74160,,CT ABDOMEN W/CONTRAST MATERIAL,708.88,1,state,GA
74160,26,CT ABDOMEN W/CONTRAST MATERIAL,176.73,1,state,GA
74160,TC,CT ABDOMEN W/CONTRAST MATERIAL,532.15,1,state,GA
74170,,CT ABDOMEN W/O & W/CONTRAST MATERIAL,796.75,1,state,GA
74170,26,CT ABDOMEN W/O & W/CONTRAST MATERIAL,193.51,1,state,GA
74170,TC,CT ABDOMEN W/O & W/CONTRAST MATERIAL,603.24,1,state,GA
74174,,CT ANGIO ABD&PLVIS CNTRST MTRL W/WO CNTRST IMG,1156.13,1,state,GA
74174,26,CT ANGIO ABD&PLVIS CNTRST MTRL W/WO CNTRST IMG,303.1,1,state,GA
74174,TC,CT ANGIO ABD&PLVIS CNTRST MTRL W/WO CNTRST IMG,853.03,1,state,GA
74175,,CT ANGIOGRAPHY ABDOMEN W/CONTRAST/NONCONTRAST,929.05,1,state,GA
74175,26,CT ANGIOGRAPHY ABDOMEN W/CONTRAST/NONCONTRAST,250.77,1,state,GA
74175,TC,CT ANGIOGRAPHY ABDOMEN W/CONTRAST/NONCONTRAST,678.28,1,state,GA
74176,,CT ABDOMEN & PELVIS W/O CONTRAST MATERIAL,555.85,1,state,GA
74176,26,CT ABDOMEN & PELVIS W/O CONTRAST MATERIAL,240.9,1,state,GA
74176,TC,CT ABDOMEN & PELVIS W/O CONTRAST MATERIAL,314.95,1,state,GA
74177,,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,922.14,1,state,GA
74177,26,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,251.76,1,state,GA
74177,TC,CT ABDOMEN & PELVIS W/CONTRAST MATERIAL,670.38,1,state,GA
74178,,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,1034.69,1,state,GA
74178,26,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,277.43,1,state,GA
74178,TC,CT ABDOMEN & PELVIS W/O CONTRST 1/> BODY RE,757.26,1,state,GA
74181,,MRI ABDOMEN W/O CONTRAST MATERIAL,596.33,1,state,GA
74181,26,MRI ABDOMEN W/O CONTRAST MATERIAL,202.4,1,state,GA
74181,TC,MRI ABDOMEN W/O CONTRAST MATERIAL,393.93,1,state,GA
74182,,MRI ABDOMEN W/CONTRAST MATERIAL,921.15,1,state,GA
74182,26,MRI ABDOMEN W/CONTRAST MATERIAL,238.93,1,state,GA
74182,TC,MRI ABDOMEN W/CONTRAST MATERIAL,682.22,1,state,GA
74183,,MRI ABDOMEN W/O & W/CONTRAST MATERIAL,1029.75,1,state,GA
74183,26,MRI ABDOMEN W/O & W/CONTRAST MATERIAL,304.09,1,state,GA
74183,TC,MRI ABDOMEN W/O & W/CONTRAST MATERIAL,725.66,1,state,GA
74185,,MRA ABDOMEN W/WO CONTRAST MATERIAL,1025.8,1,state,GA
74185,26,MRA ABDOMEN W/WO CONTRAST MATERIAL,246.83,1,state,GA
74185,TC,MRA ABDOMEN W/WO CONTRAST MATERIAL,778.97,1,state,GA
74190,,PERITONEOGRAM RS&I,0.0,1,state,GA
74190,26,PERITONEOGRAM RS&I,64.17,1,state,GA
74190,TC,PERITONEOGRAM RS&I,0.0,1,state,GA
74210,,RADIOLOGIC EXAM PHRNX&/CRV ESOPH CONTRAST STUDY,280.39,1,state,GA
74210,26,RADIOLOGIC EXAM PHRNX&/CRV ESOPH CONTRAST STUDY,80.96,1,state,GA
74210,TC,RADIOLOGIC EXAM PHRNX&/CRV ESOPH CONTRAST STUDY,199.43,1,state,GA
74220,,RADIOLOGIC EXAM ESOPHAGUS SINGLE CONTRAST STUDY,288.29,1,state,GA
74220,26,RADIOLOGIC EXAM ESOPHAGUS SINGLE CONTRAST STUDY,82.93,1,state,GA
74220,TC,RADIOLOGIC EXAM ESOPHAGUS SINGLE CONTRAST STUDY,205.36,1,state,GA
74221,,RADIOLOGIC EXAM ESOPHAGUS DOUBLE CONTRAST STUDY,324.82,1,state,GA
74221,26,RADIOLOGIC EXAM ESOPHAGUS DOUBLE CONTRAST STUDY,96.76,1,state,GA
74221,TC,RADIOLOGIC EXAM ESOPHAGUS DOUBLE CONTRAST STUDY,228.06,1,state,GA
74230,,RADIOLOGIC EXAM SWALLOW FUNCTION CONTRAST STUDY,369.25,1,state,GA
74230,26,RADIOLOGIC EXAM SWALLOW FUNCTION CONTRAST STUDY,74.05,1,state,GA
74230,TC,RADIOLOGIC EXAM SWALLOW FUNCTION CONTRAST STUDY,295.2,1,state,GA
74235,,RMVL FB ESOPHAGEAL W/USE BALLOON CATH RS&I,0.0,1,state,GA
74235,26,RMVL FB ESOPHAGEAL W/USE BALLOON CATH RS&I,164.88,1,state,GA
74235,TC,RMVL FB ESOPHAGEAL W/USE BALLOON CATH RS&I,0.0,1,state,GA
74240,,RADIOLOGIC EXAM UPR GI TRC SINGLE CONTRAST STUDY,363.33,1,state,GA
74240,26,RADIOLOGIC EXAM UPR GI TRC SINGLE CONTRAST STUDY,111.56,1,state,GA
74240,TC,RADIOLOGIC EXAM UPR GI TRC SINGLE CONTRAST STUDY,251.77,1,state,GA
74246,,RADIOLOGIC EXAM UPR GI TRC DOUBLE CONTRAST STUDY,411.7,1,state,GA
74246,26,RADIOLOGIC EXAM UPR GI TRC DOUBLE CONTRAST STUDY,124.4,1,state,GA
74246,TC,RADIOLOGIC EXAM UPR GI TRC DOUBLE CONTRAST STUDY,287.3,1,state,GA
74248,,RADIOLOGIC SMALL INTESTINE FOLLOW-THROUGH STUDY,243.86,1,state,GA
74248,26,RADIOLOGIC SMALL INTESTINE FOLLOW-THROUGH STUDY,96.76,1,state,GA
74248,TC,RADIOLOGIC SMALL INTESTINE FOLLOW-THROUGH STUDY,147.1,1,state,GA
74250,,RADIOLOGIC EXAM SMALL INT SINGLE CONTRAST STUDY,360.36,1,state,GA
74250,26,RADIOLOGIC EXAM SMALL INT SINGLE CONTRAST STUDY,111.56,1,state,GA
74250,TC,RADIOLOGIC EXAM SMALL INT SINGLE CONTRAST STUDY,248.8,1,state,GA
74251,,RADIOLOGIC EXAM SMALL INT DOUBLE CONTRAST STUDY,1073.2,1,state,GA
74251,26,RADIOLOGIC EXAM SMALL INT DOUBLE CONTRAST STUDY,161.92,1,state,GA
74251,TC,RADIOLOGIC EXAM SMALL INT DOUBLE CONTRAST STUDY,911.28,1,state,GA
74261,,CT COLONOGRPHY DX IMAGE POSTPROCESS W/O CONTRAST,1259.79,1,state,GA
74261,26,CT COLONOGRPHY DX IMAGE POSTPROCESS W/O CONTRAST,331.73,1,state,GA
74261,TC,CT COLONOGRPHY DX IMAGE POSTPROCESS W/O CONTRAST,928.06,1,state,GA
74262,,CT COLONOGRPHY DX IMAGE POSTPROCESS W/CONTRAST,1417.76,1,state,GA
74262,26,CT COLONOGRPHY DX IMAGE POSTPROCESS W/CONTRAST,346.54,1,state,GA
74262,TC,CT COLONOGRPHY DX IMAGE POSTPROCESS W/CONTRAST,1071.22,1,state,GA
74263,,CT COLONOGRAPHY SCREENING IMAGE POSTPROCESSING,1996.32,1,state,GA
74263,26,CT COLONOGRAPHY SCREENING IMAGE POSTPROCESSING,316.92,1,state,GA
74263,TC,CT COLONOGRAPHY SCREENING IMAGE POSTPROCESSING,1679.4,1,state,GA
74270,,RADIOLOGIC EXAM COLON SINGLE CONTRAST STUDY,454.16,1,state,GA
74270,26,RADIOLOGIC EXAM COLON SINGLE CONTRAST STUDY,143.16,1,state,GA
74270,TC,RADIOLOGIC EXAM COLON SINGLE CONTRAST STUDY,311.0,1,state,GA
74280,,RADIOLOGIC EXAM COLON DOUBLE CONTRAST STUDY,650.63,1,state,GA
74280,26,RADIOLOGIC EXAM COLON DOUBLE CONTRAST STUDY,174.75,1,state,GA
74280,TC,RADIOLOGIC EXAM COLON DOUBLE CONTRAST STUDY,475.88,1,state,GA
74283,,THERAPEUTIC ENEMA RDCTJ INTUSSUSCEPTION/OBSTRCJ,754.3,1,state,GA
74283,26,THERAPEUTIC ENEMA RDCTJ INTUSSUSCEPTION/OBSTRCJ,291.25,1,state,GA
74283,TC,THERAPEUTIC ENEMA RDCTJ INTUSSUSCEPTION/OBSTRCJ,463.05,1,state,GA
74290,,CHOLECYSTOGRAPHY ORAL CONTRST,251.76,1,state,GA
74290,26,CHOLECYSTOGRAPHY ORAL CONTRST,44.43,1,state,GA
74290,TC,CHOLECYSTOGRAPHY ORAL CONTRST,207.33,1,state,GA
74300,,CHOLANGIOGRAPHY&/PANCREATOGRAPHY NTRAOP RS&I,0.0,1,state,GA
74300,26,CHOLANGIOGRAPHY&/PANCREATOGRAPHY NTRAOP RS&I,38.5,1,state,GA
74300,TC,CHOLANGIOGRAPHY&/PANCREATOGRAPHY NTRAOP RS&I,0.0,1,state,GA
74301,,CHOLANGIO&/PANCREATOGRAPHY ADDL SET INTRAOP RS,0.0,1,state,GA
74301,26,CHOLANGIO&/PANCREATOGRAPHY ADDL SET INTRAOP RS,28.63,1,state,GA
74301,TC,CHOLANGIO&/PANCREATOGRAPHY ADDL SET INTRAOP RS,0.0,1,state,GA
74328,,ENDOSCOPIC CATHJ BILIARY DUCTAL SYSTEM RS&I,0.0,1,state,GA
74328,26,ENDOSCOPIC CATHJ BILIARY DUCTAL SYSTEM RS&I,67.14,1,state,GA
74328,TC,ENDOSCOPIC CATHJ BILIARY DUCTAL SYSTEM RS&I,0.0,1,state,GA
74329,,ENDOSCOPIC CATHJ PANCREATIC DUCTAL SYS RS&I,0.0,1,state,GA
74329,26,ENDOSCOPIC CATHJ PANCREATIC DUCTAL SYS RS&I,68.12,1,state,GA
74329,TC,ENDOSCOPIC CATHJ PANCREATIC DUCTAL SYS RS&I,0.0,1,state,GA
74330,,CMBN NDSC CATHJ BILIARY&PNCRTC DUCTAL SYS RS&I,0.0,1,state,GA
74330,26,CMBN NDSC CATHJ BILIARY&PNCRTC DUCTAL SYS RS&I,78.98,1,state,GA
74330,TC,CMBN NDSC CATHJ BILIARY&PNCRTC DUCTAL SYS RS&I,0.0,1,state,GA
74340,,INTRO LONG GI TUBE W/MULT FLUORO & IMAGES RS&I,0.0,1,state,GA
74340,26,INTRO LONG GI TUBE W/MULT FLUORO & IMAGES RS&I,74.05,1,state,GA
74340,TC,INTRO LONG GI TUBE W/MULT FLUORO & IMAGES RS&I,0.0,1,state,GA
74355,,PERCUTANEOUS PLACEMENT ENTEROCLYSIS TUBE RS&I,0.0,1,state,GA
74355,26,PERCUTANEOUS PLACEMENT ENTEROCLYSIS TUBE RS&I,105.64,1,state,GA
74355,TC,PERCUTANEOUS PLACEMENT ENTEROCLYSIS TUBE RS&I,0.0,1,state,GA
74360,,INTRALUMINAL DILATION STRICTURES&/OBSTRCJS RS&I,0.0,1,state,GA
74360,26,INTRALUMINAL DILATION STRICTURES&/OBSTRCJS RS&I,78.98,1,state,GA
74360,TC,INTRALUMINAL DILATION STRICTURES&/OBSTRCJS RS&I,0.0,1,state,GA
74363,,PRQ TRANSHEPATC DILAT BILIARY DUCT STRICTRE RS&I,0.0,1,state,GA
74363,26,PRQ TRANSHEPATC DILAT BILIARY DUCT STRICTRE RS&I,120.45,1,state,GA
74363,TC,PRQ TRANSHEPATC DILAT BILIARY DUCT STRICTRE RS&I,0.0,1,state,GA
74400,,UROGRAPHY IV W/WO KUB W/WO TOMOGRAPHY,399.86,1,state,GA
74400,26,UROGRAPHY IV W/WO KUB W/WO TOMOGRAPHY,68.12,1,state,GA
74400,TC,UROGRAPHY IV W/WO KUB W/WO TOMOGRAPHY,331.74,1,state,GA
74410,,UROGRAPHY INFUSION DRIP &/BOLUS TECHNIQUE,419.6,1,state,GA
74410,26,UROGRAPHY INFUSION DRIP &/BOLUS TECHNIQUE,67.14,1,state,GA
74410,TC,UROGRAPHY INFUSION DRIP &/BOLUS TECHNIQUE,352.46,1,state,GA
74415,,UROGRAPHY NFS DRIP &/BOLUS W/NEPHROTOMOGRAPHY,447.25,1,state,GA
74415,26,UROGRAPHY NFS DRIP &/BOLUS W/NEPHROTOMOGRAPHY,67.14,1,state,GA
74415,TC,UROGRAPHY NFS DRIP &/BOLUS W/NEPHROTOMOGRAPHY,380.11,1,state,GA
74420,,UROGRAPHY RETROGRADE WITH/WO KUB,231.03,1,state,GA
74420,26,UROGRAPHY RETROGRADE WITH/WO KUB,71.09,1,state,GA
74420,TC,UROGRAPHY RETROGRADE WITH/WO KUB,159.94,1,state,GA
74425,,ANTEGRADE UROGRAPHY RADIOLOGICAL SUPVJ & INTERPJ,401.83,1,state,GA
74425,26,ANTEGRADE UROGRAPHY RADIOLOGICAL SUPVJ & INTERPJ,69.11,1,state,GA
74425,TC,ANTEGRADE UROGRAPHY RADIOLOGICAL SUPVJ & INTERPJ,332.72,1,state,GA
74430,,CYSTOGRAPHY MINIMUM 3 VIEWS RS&I,122.43,1,state,GA
74430,26,CYSTOGRAPHY MINIMUM 3 VIEWS RS&I,44.43,1,state,GA
74430,TC,CYSTOGRAPHY MINIMUM 3 VIEWS RS&I,78.0,1,state,GA
74440,,VASOGRAPY VESICULOGRAPY/EPIDIDYMOGRAPY RS&I,288.29,1,state,GA
74440,26,VASOGRAPY VESICULOGRAPY/EPIDIDYMOGRAPY RS&I,51.34,1,state,GA
74440,TC,VASOGRAPY VESICULOGRAPY/EPIDIDYMOGRAPY RS&I,236.95,1,state,GA
74445,,CORPORA CAVERNOSOGRAPY RS&I,0.0,1,state,GA
74445,26,CORPORA CAVERNOSOGRAPY RS&I,155.99,1,state,GA
74445,TC,CORPORA CAVERNOSOGRAPY RS&I,0.0,1,state,GA
74450,,URETHROCYSTOGRAPHY RETROGRADE RS&I,0.0,1,state,GA
74450,26,URETHROCYSTOGRAPHY RETROGRADE RS&I,45.42,1,state,GA
74450,TC,URETHROCYSTOGRAPHY RETROGRADE RS&I,0.0,1,state,GA
74455,,URETHROCYSTOGRAPHY VOIDING RS&I,308.04,1,state,GA
74455,26,URETHROCYSTOGRAPHY VOIDING RS&I,45.42,1,state,GA
74455,TC,URETHROCYSTOGRAPHY VOIDING RS&I,262.62,1,state,GA
74470,,RADEX RENAL CYST STUDY TRANSLUMBAR RS&I,0.0,1,state,GA
74470,26,RADEX RENAL CYST STUDY TRANSLUMBAR RS&I,72.07,1,state,GA
74470,TC,RADEX RENAL CYST STUDY TRANSLUMBAR RS&I,0.0,1,state,GA
74485,,DILATION URETERS/URETHRA RS&I,353.45,1,state,GA
74485,26,DILATION URETERS/URETHRA RS&I,113.54,1,state,GA
74485,TC,DILATION URETERS/URETHRA RS&I,239.91,1,state,GA
74712,,FETAL MRI W/PLACNTL MATRNL PLVC IMG SING/1ST GES,1244.0,1,state,GA
74712,26,FETAL MRI W/PLACNTL MATRNL PLVC IMG SING/1ST GES,416.64,1,state,GA
74712,TC,FETAL MRI W/PLACNTL MATRNL PLVC IMG SING/1ST GES,827.36,1,state,GA
74713,,FETAL MRI W/PLACNTL MATRNL PLVC IMG EA ADDL GES,604.23,1,state,GA
74713,26,FETAL MRI W/PLACNTL MATRNL PLVC IMG EA ADDL GES,256.7,1,state,GA
74713,TC,FETAL MRI W/PLACNTL MATRNL PLVC IMG EA ADDL GES,347.53,1,state,GA
74740,,HYSTEROSALPINGOGRAPHY RS&I,277.43,1,state,GA
74740,26,HYSTEROSALPINGOGRAPHY RS&I,53.31,1,state,GA
74740,TC,HYSTEROSALPINGOGRAPHY RS&I,224.12,1,state,GA
74742,,TRANSCERVICAL CATHJ FALLOPIAN TUBE RS&I,0.0,1,state,GA
74742,26,TRANSCERVICAL CATHJ FALLOPIAN TUBE RS&I,84.91,1,state,GA
74742,TC,TRANSCERVICAL CATHJ FALLOPIAN TUBE RS&I,0.0,1,state,GA
74775,,PERINEOGRAM,0.0,1,state,GA
74775,26,PERINEOGRAM,85.9,1,state,GA
74775,TC,PERINEOGRAM,0.0,1,state,GA
75557,,CARDIAC MRI MORPHOLOGY & FUNCTION W/O CONTRAST,847.1,1,state,GA
75557,26,CARDIAC MRI MORPHOLOGY & FUNCTION W/O CONTRAST,321.86,1,state,GA
75557,TC,CARDIAC MRI MORPHOLOGY & FUNCTION W/O CONTRAST,525.24,1,state,GA
75559,,CARDIAC MRI W/O CONTRAST W/STRESS IMAGING,1139.34,1,state,GA
75559,26,CARDIAC MRI W/O CONTRAST W/STRESS IMAGING,399.86,1,state,GA
75559,TC,CARDIAC MRI W/O CONTRAST W/STRESS IMAGING,739.48,1,state,GA
75561,,CARDIAC MRI W/WO CONTRAST & FURTHER SEQ,1106.76,1,state,GA
75561,26,CARDIAC MRI W/WO CONTRAST & FURTHER SEQ,356.42,1,state,GA
75561,TC,CARDIAC MRI W/WO CONTRAST & FURTHER SEQ,750.34,1,state,GA
75563,,CARDIAC MRI W/W/O CONTRAST W/STRESS,1290.4,1,state,GA
75563,26,CARDIAC MRI W/W/O CONTRAST W/STRESS,407.75,1,state,GA
75563,TC,CARDIAC MRI W/W/O CONTRAST W/STRESS,882.65,1,state,GA
75565,,CARDIAC MRI FOR VELOCITY FLOW MAPPING,138.22,1,state,GA
75565,26,CARDIAC MRI FOR VELOCITY FLOW MAPPING,34.56,1,state,GA
75565,TC,CARDIAC MRI FOR VELOCITY FLOW MAPPING,103.66,1,state,GA
75571,,CT HEART NO CONTRAST QUANT EVAL CORONRY CALCIUM,303.1,1,state,GA
75571,26,CT HEART NO CONTRAST QUANT EVAL CORONRY CALCIUM,79.97,1,state,GA
75571,TC,CT HEART NO CONTRAST QUANT EVAL CORONRY CALCIUM,223.13,1,state,GA
75572,,CT HEART CONTRAST EVAL CARDIAC STRUCTURE&MORPH,691.11,1,state,GA
75572,26,CT HEART CONTRAST EVAL CARDIAC STRUCTURE&MORPH,239.91,1,state,GA
75572,TC,CT HEART CONTRAST EVAL CARDIAC STRUCTURE&MORPH,451.2,1,state,GA
75573,,CT HEART C+ CARDIAC STRUX&MORPH CGEN HRT DS,922.14,1,state,GA
75573,26,CT HEART C+ CARDIAC STRUX&MORPH CGEN HRT DS,350.49,1,state,GA
75573,TC,CT HEART C+ CARDIAC STRUX&MORPH CGEN HRT DS,571.65,1,state,GA
75574,,CTA HRT CORNRY ART/BYPASS GRFTS CONTRST 3D POST,977.43,1,state,GA
75574,26,CTA HRT CORNRY ART/BYPASS GRFTS CONTRST 3D POST,329.76,1,state,GA
75574,TC,CTA HRT CORNRY ART/BYPASS GRFTS CONTRST 3D POST,647.67,1,state,GA
75580,,N-INVAS EST C FFR AUGMNT SW ALYS CTA I&R PHY/QHP,2677.56,1,state,GA
75580,26,N-INVAS EST C FFR AUGMNT SW ALYS CTA I&R PHY/QHP,102.68,1,state,GA
75580,TC,N-INVAS EST C FFR AUGMNT SW ALYS CTA I&R PHY/QHP,2574.88,1,state,GA
75600,,AORTOGRAPHY THORACIC W/O SERIALOGRAPHY RS&I,540.05,1,state,GA
75600,26,AORTOGRAPHY THORACIC W/O SERIALOGRAPHY RS&I,68.12,1,state,GA
75600,TC,AORTOGRAPHY THORACIC W/O SERIALOGRAPHY RS&I,471.93,1,state,GA
75605,,AORTOGRAPHY THORACIC SERIALOGRAPHY RS&I,357.4,1,state,GA
75605,26,AORTOGRAPHY THORACIC SERIALOGRAPHY RS&I,155.01,1,state,GA
75605,TC,AORTOGRAPHY THORACIC SERIALOGRAPHY RS&I,202.39,1,state,GA
75625,,AORTOGRAPHY ABDOMINAL SERIALOGRAPHY RS&I,374.19,1,state,GA
75625,26,AORTOGRAPHY ABDOMINAL SERIALOGRAPHY RS&I,196.47,1,state,GA
75625,TC,AORTOGRAPHY ABDOMINAL SERIALOGRAPHY RS&I,177.72,1,state,GA
75630,,AORTOGRAPHY ABDL BI ILIOFEM LOW EXTREM CATH RS&I,464.03,1,state,GA
75630,26,AORTOGRAPHY ABDL BI ILIOFEM LOW EXTREM CATH RS&I,272.49,1,state,GA
75630,TC,AORTOGRAPHY ABDL BI ILIOFEM LOW EXTREM CATH RS&I,191.54,1,state,GA
75635,,CTA ABDL AORTA&BI ILIOFEM W/CONTRAST&POSTP,1247.95,1,state,GA
75635,26,CTA ABDL AORTA&BI ILIOFEM W/CONTRAST&POSTP,327.78,1,state,GA
75635,TC,CTA ABDL AORTA&BI ILIOFEM W/CONTRAST&POSTP,920.17,1,state,GA
75705,,ANGIOGRAPHY SPINAL SELECTIVE RS&I,741.46,1,state,GA
75705,26,ANGIOGRAPHY SPINAL SELECTIVE RS&I,339.63,1,state,GA
75705,TC,ANGIOGRAPHY SPINAL SELECTIVE RS&I,401.83,1,state,GA
75710,,ANGIOGRAPHY EXTREMITY UNILATERAL RS&I,444.29,1,state,GA
75710,26,ANGIOGRAPHY EXTREMITY UNILATERAL RS&I,239.91,1,state,GA
75710,TC,ANGIOGRAPHY EXTREMITY UNILATERAL RS&I,204.38,1,state,GA
75716,,ANGIOGRAPHY EXTREMITY BILATERAL RS&I,481.8,1,state,GA
75716,26,ANGIOGRAPHY EXTREMITY BILATERAL RS&I,268.55,1,state,GA
75716,TC,ANGIOGRAPHY EXTREMITY BILATERAL RS&I,213.25,1,state,GA
75726,,ANGIOGRAPHY VISCERAL SLCTV/SUPRASLCTV RS&I,502.54,1,state,GA
75726,26,ANGIOGRAPHY VISCERAL SLCTV/SUPRASLCTV RS&I,272.49,1,state,GA
75726,TC,ANGIOGRAPHY VISCERAL SLCTV/SUPRASLCTV RS&I,230.05,1,state,GA
75731,,ANGIOGRAPHY ADRENAL UNILATERAL SLCTV RS&I,454.16,1,state,GA
75731,26,ANGIOGRAPHY ADRENAL UNILATERAL SLCTV RS&I,157.97,1,state,GA
75731,TC,ANGIOGRAPHY ADRENAL UNILATERAL SLCTV RS&I,296.19,1,state,GA
75733,,ANGIOGRAPHY ADRENAL BILATERAL SLCTV RS&I,510.43,1,state,GA
75733,26,ANGIOGRAPHY ADRENAL BILATERAL SLCTV RS&I,177.71,1,state,GA
75733,TC,ANGIOGRAPHY ADRENAL BILATERAL SLCTV RS&I,332.72,1,state,GA
75736,,ANGIOGRAPHY PELVIC SLCTV/SUPRASLCTV RS&I,424.54,1,state,GA
75736,26,ANGIOGRAPHY PELVIC SLCTV/SUPRASLCTV RS&I,151.06,1,state,GA
75736,TC,ANGIOGRAPHY PELVIC SLCTV/SUPRASLCTV RS&I,273.48,1,state,GA
75741,,ANGIOGRAPHY PULMONARY UNILATERAL SLCTV RS&I,384.06,1,state,GA
75741,26,ANGIOGRAPHY PULMONARY UNILATERAL SLCTV RS&I,174.75,1,state,GA
75741,TC,ANGIOGRAPHY PULMONARY UNILATERAL SLCTV RS&I,209.31,1,state,GA
75743,,ANGIOGRAPHY PULMONARY BILATERAL SLCTV RS&I,436.39,1,state,GA
75743,26,ANGIOGRAPHY PULMONARY BILATERAL SLCTV RS&I,223.13,1,state,GA
75743,TC,ANGIOGRAPHY PULMONARY BILATERAL SLCTV RS&I,213.26,1,state,GA
75746,,ANGRPH PULMONARY NONSLCTV CATH/VEN NJX RS&I,398.87,1,state,GA
75746,26,ANGRPH PULMONARY NONSLCTV CATH/VEN NJX RS&I,153.03,1,state,GA
75746,TC,ANGRPH PULMONARY NONSLCTV CATH/VEN NJX RS&I,245.84,1,state,GA
75756,,ANGIOGRAPHY INTERNAL MAMMARY RS&I,488.71,1,state,GA
75756,26,ANGIOGRAPHY INTERNAL MAMMARY RS&I,158.96,1,state,GA
75756,TC,ANGIOGRAPHY INTERNAL MAMMARY RS&I,329.75,1,state,GA
75774,,ANGRPH SLCTV EA VSL STUDIED AFTER BASIC XM RS&I,285.33,1,state,GA
75774,26,ANGRPH SLCTV EA VSL STUDIED AFTER BASIC XM RS&I,134.27,1,state,GA
75774,TC,ANGRPH SLCTV EA VSL STUDIED AFTER BASIC XM RS&I,151.06,1,state,GA
75801,,LYMPHANGIOGRAPHY EXTREMITY ONLY UNILATERAL RS&I,0.0,1,state,GA
75801,26,LYMPHANGIOGRAPHY EXTREMITY ONLY UNILATERAL RS&I,124.4,1,state,GA
75801,TC,LYMPHANGIOGRAPHY EXTREMITY ONLY UNILATERAL RS&I,0.0,1,state,GA
75803,,LYMPHANGIOGRAPHY EXTREMITY ONLY BILATERAL RS&I,0.0,1,state,GA
75803,26,LYMPHANGIOGRAPHY EXTREMITY ONLY BILATERAL RS&I,162.9,1,state,GA
75803,TC,LYMPHANGIOGRAPHY EXTREMITY ONLY BILATERAL RS&I,0.0,1,state,GA
75805,,LYMPHANGIOGRAPHY PELVIC/ABDOMINAL UNILAT RS&I,0.0,1,state,GA
75805,26,LYMPHANGIOGRAPHY PELVIC/ABDOMINAL UNILAT RS&I,112.55,1,state,GA
75805,TC,LYMPHANGIOGRAPHY PELVIC/ABDOMINAL UNILAT RS&I,0.0,1,state,GA
75807,,LYMPHANGIOGRAPHY PELVIC/ABDOMINAL BILATERAL RS&I,0.0,1,state,GA
75807,26,LYMPHANGIOGRAPHY PELVIC/ABDOMINAL BILATERAL RS&I,153.03,1,state,GA
75807,TC,LYMPHANGIOGRAPHY PELVIC/ABDOMINAL BILATERAL RS&I,0.0,1,state,GA
75809,,SHUNTOGRAM INDWELLING NONVASCULAR SHUNT RS&I,241.89,1,state,GA
75809,26,SHUNTOGRAM INDWELLING NONVASCULAR SHUNT RS&I,66.15,1,state,GA
75809,TC,SHUNTOGRAM INDWELLING NONVASCULAR SHUNT RS&I,175.74,1,state,GA
75810,,SPLENOPORTOGRAPY RS&I,0.0,1,state,GA
75810,26,SPLENOPORTOGRAPY RS&I,140.2,1,state,GA
75810,TC,SPLENOPORTOGRAPY RS&I,0.0,1,state,GA
75820,,VENOGRAPHY EXTREMITY UNILATERAL RS&I,318.9,1,state,GA
75820,26,VENOGRAPHY EXTREMITY UNILATERAL RS&I,143.16,1,state,GA
75820,TC,VENOGRAPHY EXTREMITY UNILATERAL RS&I,175.74,1,state,GA
75822,,VENOGRAPHY EXTREMITY BILATERAL RS&I,394.92,1,state,GA
75822,26,VENOGRAPHY EXTREMITY BILATERAL RS&I,200.42,1,state,GA
75822,TC,VENOGRAPHY EXTREMITY BILATERAL RS&I,194.5,1,state,GA
75825,,VENOGRAPHY CAVAL INFERIOR SERIALOGRAPHY RS&I,337.66,1,state,GA
75825,26,VENOGRAPHY CAVAL INFERIOR SERIALOGRAPHY RS&I,155.01,1,state,GA
75825,TC,VENOGRAPHY CAVAL INFERIOR SERIALOGRAPHY RS&I,182.65,1,state,GA
75827,,VENOGRAPHY CAVAL SUPERIOR SERIALOGRAPHY RS&I,351.48,1,state,GA
75827,26,VENOGRAPHY CAVAL SUPERIOR SERIALOGRAPHY RS&I,155.99,1,state,GA
75827,TC,VENOGRAPHY CAVAL SUPERIOR SERIALOGRAPHY RS&I,195.49,1,state,GA
75831,,VENOGRAPHY RENAL UNILATERAL SELECTIVE RS&I,353.45,1,state,GA
75831,26,VENOGRAPHY RENAL UNILATERAL SELECTIVE RS&I,150.07,1,state,GA
75831,TC,VENOGRAPHY RENAL UNILATERAL SELECTIVE RS&I,203.38,1,state,GA
75833,,VENOGRAPHY RENAL BILATERAL SELECTIVE RS&I,438.36,1,state,GA
75833,26,VENOGRAPHY RENAL BILATERAL SELECTIVE RS&I,203.38,1,state,GA
75833,TC,VENOGRAPHY RENAL BILATERAL SELECTIVE RS&I,234.98,1,state,GA
75840,,VENOGRAPHY ADRENAL UNILATERAL SELECTIVE RS&I,380.11,1,state,GA
75840,26,VENOGRAPHY ADRENAL UNILATERAL SELECTIVE RS&I,157.97,1,state,GA
75840,TC,VENOGRAPHY ADRENAL UNILATERAL SELECTIVE RS&I,222.14,1,state,GA
